client_id,number_contacts,contact_duration,pdays,previous,previous_outcome,campaign_outcome,campaign_id
5506,1,168,999,0,not available,no,5674
5507,1,322,999,0,not available,no,5829
5508,1,317,999,0,not available,no,5825
5509,1,511,999,0,not available,no,6020
5510,1,155,999,0,not available,no,5665
5511,3,161,999,0,not available,no,5672
5512,6,368,999,0,not available,no,5880
5513,1,247,999,0,not available,no,5760
5514,1,88,999,0,not available,no,5602
5515,1,140,999,0,not available,no,5655
5516,1,31,999,0,not available,no,5547
5517,3,142,999,0,not available,no,5659
5518,1,118,999,0,not available,no,5636
5519,7,158,999,0,not available,no,5677
5520,3,129,999,0,not available,no,5649
5521,2,136,999,0,not available,no,5657
5522,4,122,999,0,not available,no,5644
5523,2,120,999,0,not available,no,5643
5524,2,180,999,0,not available,no,5704
5525,4,702,999,0,not available,no,6227
5526,1,329,999,0,not available,no,5855
5527,1,204,999,0,not available,no,5731
5528,1,120,999,0,not available,no,5648
5529,1,181,999,0,not available,no,5710
5530,17,19,999,0,not available,no,5549
5531,1,460,999,0,not available,no,5991
5532,1,437,999,0,not available,no,5969
5533,2,76,999,0,not available,no,5609
5534,1,226,999,0,not available,no,5760
5535,5,422,999,0,not available,no,5957
5536,1,109,999,0,not available,no,5645
5537,1,219,999,0,not available,no,5756
5538,2,41,999,0,not available,no,5579
5539,1,581,999,0,not available,no,6120
5540,2,131,999,0,not available,no,5671
5541,2,50,999,0,not available,no,5591
5542,1,130,999,0,not available,no,5672
5543,1,194,999,0,not available,no,5737
5544,1,165,999,0,not available,no,5709
5545,1,80,999,0,not available,no,5625
5546,1,470,999,0,not available,no,6016
5547,1,281,999,0,not available,no,5828
5548,1,391,999,0,not available,no,5939
5549,1,24,999,0,not available,no,5573
5550,11,788,999,0,not available,yes,6338
5551,1,210,999,0,not available,no,5761
5552,4,367,999,0,not available,no,5919
5553,2,107,999,0,not available,no,5660
5554,1,228,999,0,not available,no,5782
5555,1,135,999,0,not available,no,5690
5556,1,85,999,0,not available,no,5641
5557,2,290,999,0,not available,no,5847
5558,1,153,999,0,not available,no,5711
5559,1,76,999,0,not available,no,5635
5560,1,111,999,0,not available,no,5671
5561,1,168,999,0,not available,no,5729
5562,1,109,999,0,not available,no,5671
5563,1,219,999,0,not available,no,5782
5564,32,14,999,0,not available,no,5578
5565,1,285,999,0,not available,no,5850
5566,1,262,999,0,not available,no,5828
5567,2,96,999,0,not available,no,5663
5568,2,166,999,0,not available,no,5734
5569,2,208,999,0,not available,no,5777
5570,1,483,999,0,not available,no,6053
5571,1,129,999,0,not available,no,5700
5572,1,130,999,0,not available,no,5702
5573,1,754,999,0,not available,no,6327
5574,1,113,999,0,not available,no,5687
5575,1,364,999,0,not available,no,5939
5576,1,258,999,0,not available,no,5834
5577,1,227,999,0,not available,no,5804
5578,3,266,999,0,not available,no,5844
5579,1,232,999,0,not available,no,5811
5580,1,172,999,0,not available,no,5752
5581,1,164,999,0,not available,no,5745
5582,1,167,999,0,not available,no,5749
5583,1,103,999,0,not available,no,5686
5584,1,168,999,0,not available,no,5752
5585,1,297,999,0,not available,no,5882
5586,1,317,999,0,not available,no,5903
5587,1,388,999,0,not available,no,5975
5588,1,62,999,0,not available,no,5650
5589,1,142,999,0,not available,no,5731
5590,1,63,999,0,not available,no,5653
5591,1,212,999,0,not available,no,5803
5592,1,149,999,0,not available,no,5741
5593,3,161,999,0,not available,no,5754
5594,2,165,999,0,not available,no,5759
5595,1,369,999,0,not available,no,5964
5596,2,170,999,0,not available,no,5766
5597,1,974,999,0,not available,no,6571
5598,1,167,999,0,not available,no,5765
5599,1,74,999,0,not available,no,5673
5600,1,96,999,0,not available,no,5696
5601,1,223,999,0,not available,no,5824
5602,2,140,999,0,not available,no,5742
5603,1,396,999,0,not available,no,5999
5604,1,61,999,0,not available,no,5665
5605,1,252,999,0,not available,no,5857
5606,1,379,999,0,not available,no,5985
5607,1,374,999,0,not available,no,5981
5608,1,351,999,0,not available,no,5959
5609,2,262,999,0,not available,no,5871
5610,1,206,999,0,not available,no,5816
5611,1,248,999,0,not available,no,5859
5612,12,166,999,0,not available,no,5778
5613,4,621,999,0,not available,yes,6234
5614,2,367,999,0,not available,no,5981
5615,1,116,999,0,not available,no,5731
5616,1,115,999,0,not available,no,5731
5617,1,61,999,0,not available,no,5678
5618,1,142,999,0,not available,no,5760
5619,2,543,999,0,not available,yes,6162
5620,1,133,999,0,not available,no,5753
5621,1,52,999,0,not available,no,5673
5622,1,377,999,0,not available,no,5999
5623,1,77,999,0,not available,no,5700
5624,1,200,999,0,not available,no,5824
5625,1,296,999,0,not available,no,5921
5626,1,144,999,0,not available,no,5770
5627,5,473,999,0,not available,no,6100
5628,4,90,999,0,not available,no,5718
5629,1,470,999,0,not available,no,6099
5630,1,302,999,0,not available,no,5932
5631,8,81,999,0,not available,no,5712
5632,1,225,999,0,not available,no,5857
5633,2,252,999,0,not available,no,5885
5634,2,202,999,0,not available,no,5836
5635,1,68,999,0,not available,no,5703
5636,4,745,999,0,not available,yes,6381
5637,1,247,999,0,not available,no,5884
5638,1,630,999,0,not available,yes,6268
5639,11,16,999,0,not available,no,5655
5640,1,863,999,0,not available,no,6503
5641,4,131,999,0,not available,no,5772
5642,9,265,999,0,not available,no,5907
5643,1,104,999,0,not available,no,5747
5644,2,80,999,0,not available,no,5724
5645,2,90,999,0,not available,no,5735
5646,4,592,999,0,not available,no,6238
5647,1,85,999,0,not available,no,5732
5648,3,153,999,0,not available,no,5801
5649,2,207,999,0,not available,no,5856
5650,1,440,999,0,not available,no,6090
5651,1,127,999,0,not available,no,5778
5652,2,679,999,0,not available,yes,6331
5653,1,204,999,0,not available,no,5857
5654,1,269,999,0,not available,no,5923
5655,2,190,999,0,not available,no,5845
5656,3,144,999,0,not available,no,5800
5657,1,112,999,0,not available,no,5769
5658,1,107,999,0,not available,no,5765
5659,1,130,999,0,not available,no,5789
5660,3,167,999,0,not available,no,5827
5661,2,314,999,0,not available,no,5975
5662,1,77,999,0,not available,no,5739
5663,2,407,999,0,not available,no,6070
5664,1,136,999,0,not available,no,5800
5665,1,293,999,0,not available,no,5958
5666,3,97,999,0,not available,no,5763
5667,1,145,999,0,not available,no,5812
5668,2,162,999,0,not available,no,5830
5669,1,105,999,0,not available,no,5774
5670,1,596,999,0,not available,no,6266
5671,1,134,999,0,not available,no,5805
5672,1,108,999,0,not available,no,5780
5673,1,161,999,0,not available,no,5834
5674,1,65,999,0,not available,no,5739
5675,1,188,999,0,not available,no,5863
5676,1,312,999,0,not available,no,5988
5677,1,237,999,0,not available,no,5914
5678,1,130,999,0,not available,no,5808
5679,2,314,999,0,not available,no,5993
5680,2,175,999,0,not available,no,5855
5681,2,87,999,0,not available,no,5768
5682,14,123,999,0,not available,no,5805
5683,5,157,999,0,not available,no,5840
5684,2,204,999,0,not available,no,5888
5685,2,150,999,0,not available,no,5835
5686,2,240,999,0,not available,no,5926
5687,7,109,999,0,not available,no,5796
5688,6,243,999,0,not available,no,5931
5689,1,536,999,0,not available,no,6225
5690,1,120,999,0,not available,no,5810
5691,5,182,999,0,not available,no,5873
5692,3,70,999,0,not available,no,5762
5693,4,45,999,0,not available,no,5738
5694,3,280,999,0,not available,no,5974
5695,2,215,999,0,not available,no,5910
5696,3,147,999,0,not available,no,5843
5697,2,222,999,0,not available,no,5919
5698,1,404,999,0,not available,no,6102
5699,3,1234,999,0,not available,yes,6933
5700,3,306,999,0,not available,no,6006
5701,2,506,999,0,not available,no,6207
5702,1,255,999,0,not available,no,5957
5703,2,252,999,0,not available,no,5955
5704,2,127,999,0,not available,no,5831
5705,2,140,999,0,not available,no,5845
5706,2,200,999,0,not available,no,5906
5707,2,642,999,0,not available,yes,6349
5708,2,181,999,0,not available,no,5889
5709,2,127,999,0,not available,no,5836
5710,1,171,999,0,not available,no,5881
5711,2,916,999,0,not available,no,6627
5712,2,629,999,0,not available,no,6341
5713,6,155,999,0,not available,no,5868
5714,2,290,999,0,not available,no,6004
5715,3,159,999,0,not available,no,5874
5716,1,111,999,0,not available,no,5827
5717,2,729,999,0,not available,no,6446
5718,4,434,999,0,not available,no,6152
5719,2,218,999,0,not available,no,5937
5720,3,250,999,0,not available,no,5970
5721,3,107,999,0,not available,no,5828
5722,6,272,999,0,not available,no,5994
5723,3,574,999,0,not available,no,6297
5724,3,89,999,0,not available,no,5813
5725,3,133,999,0,not available,no,5858
5726,3,114,999,0,not available,no,5840
5727,3,175,999,0,not available,no,5902
5728,3,257,999,0,not available,no,5985
5729,3,268,999,0,not available,no,5997
5730,3,208,999,0,not available,no,5938
5731,4,895,999,0,not available,yes,6626
5732,1,225,999,0,not available,no,5957
5733,1,327,999,0,not available,no,6060
5734,3,99,999,0,not available,no,5833
5735,4,293,999,0,not available,no,6028
5736,3,68,999,0,not available,no,5804
5737,2,124,999,0,not available,no,5861
5738,2,519,999,0,not available,no,6257
5739,1,150,999,0,not available,no,5889
5740,2,504,999,0,not available,no,6244
5741,1,175,999,0,not available,no,5916
5742,1,289,999,0,not available,no,6031
5743,1,16,999,0,not available,no,5759
5744,8,100,999,0,not available,no,5844
5745,1,321,999,0,not available,no,6066
5746,3,239,999,0,not available,no,5985
5747,2,614,999,0,not available,no,6361
5748,2,248,999,0,not available,no,5996
5749,2,93,999,0,not available,no,5842
5750,2,355,999,0,not available,no,6105
5751,1,177,999,0,not available,no,5928
5752,3,245,999,0,not available,no,5997
5753,1,121,999,0,not available,no,5874
5754,6,192,999,0,not available,no,5946
5755,2,110,999,0,not available,no,5865
5756,3,160,999,0,not available,no,5916
5757,2,249,999,0,not available,no,6006
5758,1,147,999,0,not available,no,5905
5759,1,16,999,0,not available,no,5775
5760,1,240,999,0,not available,no,6000
5761,1,131,999,0,not available,no,5892
5762,2,115,999,0,not available,no,5877
5763,2,349,999,0,not available,no,6112
5764,2,114,999,0,not available,no,5878
5765,2,445,999,0,not available,no,6210
5766,3,144,999,0,not available,no,5910
5767,12,341,999,0,not available,no,6108
5768,1,796,999,0,not available,no,6564
5769,3,76,999,0,not available,no,5845
5770,2,126,999,0,not available,no,5896
5771,2,101,999,0,not available,no,5872
5772,2,91,999,0,not available,no,5863
5773,3,52,999,0,not available,no,5825
5774,2,78,999,0,not available,no,5852
5775,1,471,999,0,not available,no,6246
5776,1,724,999,0,not available,no,6500
5777,1,99,999,0,not available,no,5876
5778,1,293,999,0,not available,no,6071
5779,1,333,999,0,not available,no,6112
5780,2,431,999,0,not available,yes,6211
5781,2,523,999,0,not available,no,6304
5782,2,470,999,0,not available,no,6252
5783,4,695,999,0,not available,no,6478
5784,6,741,999,0,not available,yes,6525
5785,3,151,999,0,not available,no,5936
5786,2,135,999,0,not available,no,5921
5787,6,70,999,0,not available,no,5857
5788,3,472,999,0,not available,no,6260
5789,2,258,999,0,not available,no,6047
5790,4,113,999,0,not available,no,5903
5791,14,372,999,0,not available,no,6163
5792,1,603,999,0,not available,no,6395
5793,2,85,999,0,not available,no,5878
5794,2,76,999,0,not available,no,5870
5795,2,399,999,0,not available,no,6194
5796,2,402,999,0,not available,no,6198
5797,3,129,999,0,not available,no,5926
5798,6,535,999,0,not available,no,6333
5799,3,181,999,0,not available,no,5980
5800,2,48,999,0,not available,no,5848
5801,2,114,999,0,not available,no,5915
5802,3,87,999,0,not available,no,5889
5803,4,169,999,0,not available,no,5972
5804,4,116,999,0,not available,no,5920
5805,2,100,999,0,not available,no,5905
5806,2,212,999,0,not available,no,6018
5807,4,304,999,0,not available,no,6111
5808,2,114,999,0,not available,no,5922
5809,2,102,999,0,not available,no,5911
5810,2,291,999,0,not available,no,6101
5811,2,112,999,0,not available,no,5923
5812,2,207,999,0,not available,no,6019
5813,2,197,999,0,not available,no,6010
5814,2,103,999,0,not available,no,5917
5815,5,45,999,0,not available,no,5860
5816,6,125,999,0,not available,no,5941
5817,2,114,999,0,not available,no,5931
5818,2,414,999,0,not available,yes,6232
5819,4,319,999,0,not available,no,6138
5820,2,346,999,0,not available,no,6166
5821,3,157,999,0,not available,no,5978
5822,11,160,999,0,not available,no,5982
5823,3,83,999,0,not available,no,5906
5824,3,97,999,0,not available,no,5921
5825,4,98,999,0,not available,no,5923
5826,4,133,999,0,not available,no,5959
5827,2,451,999,0,not available,no,6278
5828,3,34,999,0,not available,no,5862
5829,5,79,999,0,not available,no,5908
5830,2,109,999,0,not available,no,5939
5831,3,454,999,0,not available,no,6285
5832,3,251,999,0,not available,no,6083
5833,5,122,999,0,not available,no,5955
5834,2,166,999,0,not available,no,6000
5835,2,816,999,0,not available,no,6651
5836,2,87,999,0,not available,no,5923
5837,6,81,999,0,not available,no,5918
5838,5,109,999,0,not available,no,5947
5839,2,375,999,0,not available,no,6214
5840,2,51,999,0,not available,no,5891
5841,4,118,999,0,not available,no,5959
5842,5,178,999,0,not available,no,6020
5843,5,165,999,0,not available,no,6008
5844,2,155,999,0,not available,no,5999
5845,3,173,999,0,not available,no,6018
5846,4,304,999,0,not available,no,6150
5847,6,583,999,0,not available,no,6430
5848,2,138,999,0,not available,no,5986
5849,2,250,999,0,not available,no,6099
5850,3,748,999,0,not available,yes,6598
5851,11,14,999,0,not available,no,5865
5852,3,896,999,0,not available,yes,6748
5853,1,83,999,0,not available,no,5936
5854,4,543,999,0,not available,no,6397
5855,7,398,999,0,not available,no,6253
5856,4,158,999,0,not available,no,6014
5857,3,365,999,0,not available,no,6222
5858,3,304,999,0,not available,no,6162
5859,6,118,999,0,not available,no,5977
5860,2,469,999,0,not available,no,6329
5861,3,488,999,0,not available,no,6349
5862,3,232,999,0,not available,no,6094
5863,2,764,999,0,not available,yes,6627
5864,3,411,999,0,not available,no,6275
5865,7,149,999,0,not available,no,6014
5866,3,63,999,0,not available,no,5929
5867,3,125,999,0,not available,no,5992
5868,4,207,999,0,not available,no,6075
5869,3,84,999,0,not available,no,5953
5870,2,29,999,0,not available,no,5899
5871,4,162,999,0,not available,no,6033
5872,2,159,999,0,not available,no,6031
5873,10,23,999,0,not available,no,5896
5874,6,147,999,0,not available,no,6021
5875,5,90,999,0,not available,no,5965
5876,2,409,999,0,not available,no,6285
5877,6,118,999,0,not available,no,5995
5878,5,175,999,0,not available,no,6053
5879,4,219,999,0,not available,no,6098
5880,5,96,999,0,not available,no,5976
5881,5,76,999,0,not available,no,5957
5882,3,66,999,0,not available,no,5948
5883,5,113,999,0,not available,no,5996
5884,5,232,999,0,not available,no,6116
5885,3,129,999,0,not available,no,6014
5886,4,405,999,0,not available,no,6291
5887,11,251,999,0,not available,no,6138
5888,5,128,999,0,not available,no,6016
5889,2,253,999,0,not available,no,6142
5890,3,245,999,0,not available,no,6135
5891,7,188,999,0,not available,no,6079
5892,2,118,999,0,not available,no,6010
5893,2,140,999,0,not available,no,6033
5894,22,102,999,0,not available,no,5996
5895,6,763,999,0,not available,no,6658
5896,4,97,999,0,not available,no,5993
5897,2,41,999,0,not available,no,5938
5898,2,329,999,0,not available,no,6227
5899,5,51,999,0,not available,no,5950
5900,3,130,999,0,not available,no,6030
5901,2,241,999,0,not available,no,6142
5902,4,308,999,0,not available,no,6210
5903,2,118,999,0,not available,no,6021
5904,16,14,999,0,not available,no,5918
5905,4,125,999,0,not available,no,6030
5906,5,193,999,0,not available,no,6099
5907,3,200,999,0,not available,no,6107
5908,4,349,999,0,not available,no,6257
5909,3,282,999,0,not available,no,6191
5910,1,633,999,0,not available,no,6543
5911,4,560,999,0,not available,no,6471
5912,3,114,999,0,not available,no,6026
5913,7,172,999,0,not available,no,6085
5914,7,292,999,0,not available,no,6206
5915,3,269,999,0,not available,no,6184
5916,6,220,999,0,not available,no,6136
5917,3,376,999,0,not available,no,6293
5918,6,73,999,0,not available,no,5991
5919,2,121,999,0,not available,no,6040
5920,4,59,999,0,not available,no,5979
5921,3,64,999,0,not available,no,5985
5922,3,353,999,0,not available,no,6275
5923,5,322,999,0,not available,no,6245
5924,3,67,999,0,not available,no,5991
5925,2,163,999,0,not available,no,6088
5926,3,99,999,0,not available,no,6025
5927,2,27,999,0,not available,no,5954
5928,2,119,999,0,not available,no,6047
5929,4,148,999,0,not available,no,6077
5930,4,222,999,0,not available,no,6152
5931,2,265,999,0,not available,no,6196
5932,2,214,999,0,not available,no,6146
5933,2,152,999,0,not available,no,6085
5934,2,75,999,0,not available,no,6009
5935,4,62,999,0,not available,no,5997
5936,3,112,999,0,not available,no,6048
5937,6,220,999,0,not available,no,6157
5938,3,204,999,0,not available,no,6142
5939,6,160,999,0,not available,no,6099
5940,1,233,999,0,not available,no,6173
5941,1,129,999,0,not available,no,6070
5942,1,172,999,0,not available,no,6114
5943,2,578,999,0,not available,no,6521
5944,9,183,999,0,not available,no,6127
5945,2,565,999,0,not available,no,6510
5946,1,154,999,0,not available,no,6100
5947,1,125,999,0,not available,no,6072
5948,5,1063,999,0,not available,yes,7011
5949,1,111,999,0,not available,no,6060
5950,1,231,999,0,not available,no,6181
5951,1,195,999,0,not available,no,6146
5952,3,125,999,0,not available,no,6077
5953,5,193,999,0,not available,no,6146
5954,4,287,999,0,not available,no,6241
5955,4,277,999,0,not available,no,6232
5956,4,84,999,0,not available,no,6040
5957,5,47,999,0,not available,no,6004
5958,1,285,999,0,not available,no,6243
5959,2,130,999,0,not available,no,6089
5960,1,24,999,0,not available,no,5984
5961,1,955,999,0,not available,no,6916
5962,1,236,999,0,not available,no,6198
5963,2,336,999,0,not available,no,6299
5964,1,150,999,0,not available,no,6114
5965,1,159,999,0,not available,no,6124
5966,1,180,999,0,not available,no,6146
5967,2,163,999,0,not available,no,6130
5968,1,197,999,0,not available,no,6165
5969,1,218,999,0,not available,no,6187
5970,3,34,999,0,not available,no,6004
5971,11,386,999,0,not available,no,6357
5972,1,154,999,0,not available,no,6126
5973,2,159,999,0,not available,no,6132
5974,2,157,999,0,not available,no,6131
5975,3,227,999,0,not available,no,6202
5976,1,116,999,0,not available,no,6092
5977,3,205,999,0,not available,no,6182
5978,1,1205,999,0,not available,yes,7183
5979,1,133,999,0,not available,no,6112
5980,1,59,999,0,not available,no,6039
5981,2,229,999,0,not available,no,6210
5982,1,147,999,0,not available,no,6129
5983,1,147,999,0,not available,no,6130
5984,1,179,999,0,not available,no,6163
5985,1,185,999,0,not available,no,6170
5986,1,427,999,0,not available,no,6413
5987,3,171,999,0,not available,no,6158
5988,1,237,999,0,not available,no,6225
5989,1,228,999,0,not available,no,6217
5990,1,269,999,0,not available,no,6259
5991,2,156,999,0,not available,no,6147
5992,1,162,999,0,not available,no,6154
5993,1,674,999,0,not available,no,6667
5994,1,234,999,0,not available,no,6228
5995,1,123,999,0,not available,no,6118
5996,1,275,999,0,not available,no,6271
5997,1,115,999,0,not available,no,6112
5998,1,1051,999,0,not available,yes,7049
5999,1,142,999,0,not available,no,6141
6000,1,99,999,0,not available,no,6099
6001,1,340,999,0,not available,no,6341
6002,1,47,999,0,not available,no,6049
6003,2,182,999,0,not available,no,6185
6004,1,260,999,0,not available,no,6264
6005,1,35,999,0,not available,no,6040
6006,1,121,999,0,not available,no,6127
6007,1,143,999,0,not available,no,6150
6008,1,472,999,0,not available,no,6480
6009,2,207,999,0,not available,no,6216
6010,3,597,999,0,not available,no,6607
6011,1,274,999,0,not available,no,6285
6012,1,420,999,0,not available,no,6432
6013,2,532,999,0,not available,no,6545
6014,1,128,999,0,not available,no,6142
6015,4,62,999,0,not available,no,6077
6016,1,185,999,0,not available,no,6201
6017,4,275,999,0,not available,no,6292
6018,1,740,999,0,not available,yes,6758
6019,10,111,999,0,not available,no,6130
6020,3,271,999,0,not available,no,6291
6021,1,776,999,0,not available,no,6797
6022,2,90,999,0,not available,no,6112
6023,1,299,999,0,not available,no,6322
6024,1,181,999,0,not available,no,6205
6025,2,330,999,0,not available,no,6355
6026,2,518,999,0,not available,no,6544
6027,2,243,999,0,not available,no,6270
6028,1,472,999,0,not available,no,6500
6029,1,148,999,0,not available,no,6177
6030,1,514,999,0,not available,no,6544
6031,2,388,999,0,not available,no,6419
6032,1,224,999,0,not available,no,6256
6033,1,118,999,0,not available,no,6151
6034,1,255,999,0,not available,no,6289
6035,3,70,999,0,not available,no,6105
6036,2,296,999,0,not available,no,6332
6037,1,550,999,0,not available,no,6587
6038,1,313,999,0,not available,no,6351
6039,1,257,999,0,not available,no,6296
6040,2,243,999,0,not available,no,6283
6041,1,77,999,0,not available,no,6118
6042,1,114,999,0,not available,no,6156
6043,2,73,999,0,not available,no,6116
6044,1,290,999,0,not available,no,6334
6045,1,86,999,0,not available,no,6131
6046,1,126,999,0,not available,no,6172
6047,1,168,999,0,not available,no,6215
6048,1,188,999,0,not available,no,6236
6049,2,106,999,0,not available,no,6155
6050,1,45,999,0,not available,no,6095
6051,1,25,999,0,not available,no,6076
6052,1,114,999,0,not available,no,6166
6053,1,82,999,0,not available,no,6135
6054,1,33,999,0,not available,no,6087
6055,2,322,999,0,not available,no,6377
6056,1,446,999,0,not available,no,6502
6057,1,122,999,0,not available,no,6179
6058,4,121,999,0,not available,no,6179
6059,1,78,999,0,not available,no,6137
6060,2,70,999,0,not available,no,6130
6061,2,213,999,0,not available,no,6274
6062,1,115,999,0,not available,no,6177
6063,1,305,999,0,not available,no,6368
6064,1,19,999,0,not available,no,6083
6065,2,643,999,0,not available,no,6708
6066,2,371,999,0,not available,no,6437
6067,3,363,999,0,not available,no,6430
6068,1,384,999,0,not available,no,6452
6069,2,492,999,0,not available,no,6561
6070,2,222,999,0,not available,no,6292
6071,1,144,999,0,not available,no,6215
6072,2,426,999,0,not available,no,6498
6073,1,181,999,0,not available,no,6254
6074,7,39,999,0,not available,no,6113
6075,1,174,999,0,not available,no,6249
6076,2,293,999,0,not available,no,6369
6077,2,316,999,0,not available,no,6393
6078,1,151,999,0,not available,no,6229
6079,1,132,999,0,not available,no,6211
6080,1,129,999,0,not available,no,6209
6081,1,106,999,0,not available,no,6187
6082,5,68,999,0,not available,no,6150
6083,1,255,999,0,not available,no,6338
6084,1,189,999,0,not available,no,6273
6085,3,173,999,0,not available,no,6258
6086,2,161,999,0,not available,no,6247
6087,1,155,999,0,not available,no,6242
6088,1,72,999,0,not available,no,6160
6089,2,109,999,0,not available,no,6198
6090,4,62,999,0,not available,no,6152
6091,2,137,999,0,not available,no,6228
6092,1,310,999,0,not available,no,6402
6093,2,195,999,0,not available,no,6288
6094,2,470,999,0,not available,no,6564
6095,1,139,999,0,not available,no,6234
6096,1,169,999,0,not available,no,6265
6097,1,223,999,0,not available,no,6320
6098,2,201,999,0,not available,no,6299
6099,1,596,999,0,not available,no,6695
6100,16,253,999,0,not available,no,6353
6101,2,600,999,0,not available,no,6701
6102,1,133,999,0,not available,no,6235
6103,1,43,999,0,not available,no,6146
6104,3,731,999,0,not available,yes,6835
6105,4,659,999,0,not available,no,6764
6106,1,112,999,0,not available,no,6218
6107,1,124,999,0,not available,no,6231
6108,1,59,999,0,not available,no,6167
6109,1,121,999,0,not available,no,6230
6110,1,98,999,0,not available,no,6208
6111,1,175,999,0,not available,no,6286
6112,1,202,999,0,not available,no,6314
6113,1,185,999,0,not available,no,6298
6114,1,170,999,0,not available,no,6284
6115,1,184,999,0,not available,no,6299
6116,1,261,999,0,not available,no,6377
6117,1,103,999,0,not available,no,6220
6118,1,190,999,0,not available,no,6308
6119,1,198,999,0,not available,no,6317
6120,1,170,999,0,not available,no,6290
6121,5,235,999,0,not available,no,6356
6122,2,166,999,0,not available,no,6288
6123,2,169,999,0,not available,no,6292
6124,1,125,999,0,not available,no,6249
6125,3,272,999,0,not available,no,6397
6126,2,265,999,0,not available,no,6391
6127,2,233,999,0,not available,no,6360
6128,2,307,999,0,not available,no,6435
6129,1,246,999,0,not available,no,6375
6130,4,290,999,0,not available,no,6420
6131,2,56,999,0,not available,no,6187
6132,1,259,999,0,not available,no,6391
6133,1,375,999,0,not available,no,6508
6134,1,290,999,0,not available,no,6424
6135,3,148,999,0,not available,no,6283
6136,1,174,999,0,not available,no,6310
6137,1,32,999,0,not available,no,6169
6138,1,521,999,0,not available,no,6659
6139,9,537,999,0,not available,no,6676
6140,1,316,999,0,not available,no,6456
6141,1,332,999,0,not available,no,6473
6142,1,35,999,0,not available,no,6177
6143,1,935,999,0,not available,yes,7078
6144,1,173,999,0,not available,no,6317
6145,1,144,999,0,not available,no,6289
6146,1,474,999,0,not available,no,6620
6147,2,395,999,0,not available,no,6542
6148,1,313,999,0,not available,no,6461
6149,1,147,999,0,not available,no,6296
6150,2,123,999,0,not available,no,6273
6151,2,395,999,0,not available,no,6546
6152,10,93,999,0,not available,no,6245
6153,9,166,999,0,not available,no,6319
6154,1,410,999,0,not available,no,6564
6155,1,755,999,0,not available,no,6910
6156,2,139,999,0,not available,no,6295
6157,2,145,999,0,not available,no,6302
6158,1,95,999,0,not available,no,6253
6159,1,211,999,0,not available,no,6370
6160,1,193,999,0,not available,no,6353
6161,1,88,999,0,not available,no,6249
6162,1,318,999,0,not available,no,6480
6163,1,405,999,0,not available,no,6568
6164,1,751,999,0,not available,yes,6915
6165,1,207,999,0,not available,no,6372
6166,4,95,999,0,not available,no,6261
6167,1,319,999,0,not available,no,6486
6168,2,272,999,0,not available,no,6440
6169,2,142,999,0,not available,no,6311
6170,1,27,999,0,not available,no,6197
6171,2,237,999,0,not available,no,6408
6172,1,193,999,0,not available,no,6365
6173,2,129,999,0,not available,no,6302
6174,3,116,999,0,not available,no,6290
6175,1,99,999,0,not available,no,6274
6176,1,345,999,0,not available,no,6521
6177,1,151,999,0,not available,no,6328
6178,2,376,999,0,not available,no,6554
6179,1,485,999,0,not available,no,6664
6180,1,99,999,0,not available,no,6279
6181,2,210,999,0,not available,no,6391
6182,1,277,999,0,not available,no,6459
6183,2,326,999,0,not available,no,6509
6184,2,305,999,0,not available,no,6489
6185,1,320,999,0,not available,no,6505
6186,1,298,999,0,not available,no,6484
6187,1,125,999,0,not available,no,6312
6188,1,219,999,0,not available,no,6407
6189,1,222,999,0,not available,no,6411
6190,1,513,999,0,not available,no,6703
6191,1,321,999,0,not available,no,6512
6192,1,355,999,0,not available,no,6547
6193,2,240,999,0,not available,no,6433
6194,2,383,999,0,not available,no,6577
6195,1,301,999,0,not available,no,6496
6196,5,367,999,0,not available,no,6563
6197,3,179,999,0,not available,no,6376
6198,1,160,999,0,not available,no,6358
6199,2,177,999,0,not available,no,6376
6200,1,181,999,0,not available,no,6381
6201,1,377,999,0,not available,no,6578
6202,6,240,999,0,not available,no,6442
6203,2,1590,999,0,not available,no,7793
6204,4,125,999,0,not available,no,6329
6205,2,174,999,0,not available,no,6379
6206,2,518,999,0,not available,no,6724
6207,3,280,999,0,not available,no,6487
6208,2,269,999,0,not available,no,6477
6209,1,394,999,0,not available,no,6603
6210,1,280,999,0,not available,no,6490
6211,1,228,999,0,not available,no,6439
6212,2,312,999,0,not available,no,6524
6213,1,709,999,0,not available,yes,6922
6214,2,78,999,0,not available,no,6292
6215,6,33,999,0,not available,no,6248
6216,2,212,999,0,not available,no,6428
6217,2,107,999,0,not available,no,6324
6218,1,299,999,0,not available,no,6517
6219,2,140,999,0,not available,no,6359
6220,5,574,999,0,not available,no,6794
6221,1,182,999,0,not available,no,6403
6222,3,318,999,0,not available,no,6540
6223,9,68,999,0,not available,no,6291
6224,2,217,999,0,not available,no,6441
6225,1,211,999,0,not available,no,6436
6226,2,245,999,0,not available,no,6471
6227,2,363,999,0,not available,no,6590
6228,1,347,999,0,not available,no,6575
6229,3,392,999,0,not available,no,6621
6230,2,137,999,0,not available,no,6367
6231,2,749,999,0,not available,no,6980
6232,1,498,999,0,not available,no,6730
6233,1,570,999,0,not available,no,6803
6234,1,142,999,0,not available,no,6376
6235,1,172,999,0,not available,no,6407
6236,1,64,999,0,not available,no,6300
6237,1,267,999,0,not available,no,6504
6238,1,140,999,0,not available,no,6378
